what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355210041610
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355210041702
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355210103033
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355210105505
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355210105631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355210121611
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355210121733
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355210200070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355210200200
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1355210202794
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1355210203185
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355210208460
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355210368730
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355210395444
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355210395539
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355210408180
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355210444647
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355210446926
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355210466276
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355210484191
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355210493840
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355210500882
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355210508782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355210602905
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355210614987
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355210615122
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1355210626707
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355210628447
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1355210637769
