what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355230238297
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355230264627
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355230291346
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355230439448
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355230439485
opened,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1355230439661
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1355230439751
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1355230441157
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1355230441217
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355230446722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355230457646
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1355230500617
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355230502342
error,log,,,"Parser exception for C:\\Users\\Cole\\Documents\\GitHub\\FarmHand\\FarmHand\\AndroidManifest.xml: Attribute name ""android:name-"" associated with an element type ""uses-permission"" must be followed by the ' = ' character.",1355230502530
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1355230502667
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355230517304
error,log,,,"Parser exception for C:\\Users\\Cole\\Documents\\GitHub\\FarmHand\\FarmHand\\AndroidManifest.xml: Attribute name ""android:name-"" associated with an element type ""uses-permission"" must be followed by the ' = ' character.",1355230517481
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1355230534066
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1355230535713
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1355230543249
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1355230543294
closed,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1355230543312
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355230544237
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1355230547338
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355230588578
